position,pantheraCoverage,pantheraIdentity,alpineCoverage,alpineIdentity,nineSeqCoverage,nineSeqIdentity,product,geneFamily,geneLength
1774,5,1,3,0.5,8,1,other,other,
1775,5,1,3,1,8,0.78,other,other,
1776,5,1,3,1,8,1,other,other,
1777,5,1,3,0.33,8,0.61,other,other,
1778,5,1,3,0.5,8,1,other,other,
1779,5,1,3,0.5,8,0.78,other,other,
1780,5,1,3,0.5,8,0.78,other,other,
1781,5,1,3,1,8,1,other,other,
1782,5,1,3,1,8,1,other,other,
1783,5,1,3,1,8,1,other,other,
1784,5,1,3,1,8,1,other,other,
1785,5,1,3,1,8,1,other,other,
1786,5,1,3,1,8,1,other,other,
1787,5,1,3,1,8,1,other,other,
1788,5,1,3,1,8,1,other,other,
1789,5,1,3,0.17,8,0.58,other,other,
1790,5,1,3,0.33,8,0.61,other,other,
1791,5,1,3,1,8,1,other,other,
1792,5,1,3,1,8,1,other,other,
1793,5,1,3,1,8,1,other,other,
1794,5,1,3,1,8,1,other,other,
1795,5,1,3,1,8,1,other,other,
1796,5,0.67,3,1,8,0.78,other,other,
1797,5,1,3,0.33,8,0.61,other,other,
1798,5,1,3,1,8,1,other,other,
1799,5,1,3,1,8,1,other,other,
1800,5,1,3,0.33,8,0.61,other,other,
1801,5,1,3,1,8,1,other,other,
1802,5,1,3,0.33,8,0.61,other,other,
1803,5,0.4,3,1,8,0.5,other,other,
1804,5,1,3,1,8,1,other,other,
1805,5,1,3,1,8,1,other,other,
1806,5,1,3,1,8,1,other,other,
1807,5,1,3,1,8,1,other,other,
1808,5,1,3,1,8,1,other,other,
1809,5,1,3,1,8,1,other,other,
1810,5,1,3,0.33,8,0.61,other,other,
1811,5,1,3,1,8,1,other,other,
1812,5,1,3,1,8,1,other,other,
1813,5,1,3,0.5,8,0.78,other,other,
1814,5,1,3,1,8,1,other,other,
1815,5,1,3,1,8,1,other,other,
1816,5,1,3,1,8,1,other,other,
1817,5,1,3,1,8,1,other,other,
1818,5,1,3,1,8,1,other,other,
1819,5,1,3,1,8,1,other,other,
1820,5,1,3,1,8,1,other,other,
1821,5,1,3,1,8,1,other,other,
1822,5,1,3,0.5,8,0.78,other,other,
1823,5,1,3,0.5,8,1,other,other,
1824,5,1,3,0.17,8,0.78,other,other,
1825,5,0.67,3,0.17,8,0.58,other,other,
1826,5,1,3,0.17,8,1,other,other,
1827,5,1,3,0.5,8,0.78,other,other,
1828,5,1,3,1,8,0.6,other,other,
1829,5,1,3,0,8,0.43,other,other,
1830,5,1,3,1,8,1,other,other,
1831,5,1,3,1,8,1,other,other,
1832,5,1,3,1,8,1,other,other,
1833,5,1,3,0.33,8,0.61,other,other,
1834,5,1,3,0.5,8,0.78,other,other,
1835,5,0.67,3,0.5,8,0.61,other,other,
1836,5,1,3,0.5,8,0.78,other,other,
1837,5,1,3,0.17,8,0.58,other,other,
1838,5,1,3,1,8,1,other,other,
1839,5,1,3,1,8,1,other,other,
1840,5,1,3,1,8,1,other,other,
1841,5,1,3,1,8,1,other,other,
1842,5,1,3,0.5,8,0.5,16S ribosomal RNA,16S ribosomal RNA,1580
1843,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1844,5,0.47,3,0.17,8,0.33,16S ribosomal RNA,16S ribosomal RNA,1580
1845,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1846,5,0.47,3,0.5,8,0.44,16S ribosomal RNA,16S ribosomal RNA,1580
1847,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1848,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1849,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1850,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1851,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1852,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1853,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1854,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1855,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1856,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1857,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1858,5,0.47,3,0.17,8,0.36,16S ribosomal RNA,16S ribosomal RNA,1580
1859,5,0.47,3,0.5,8,0.44,16S ribosomal RNA,16S ribosomal RNA,1580
1860,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1861,5,0.47,3,0.5,8,0.44,16S ribosomal RNA,16S ribosomal RNA,1580
1862,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1863,5,0.47,3,0.17,8,0.36,16S ribosomal RNA,16S ribosomal RNA,1580
1864,5,1,3,0.17,8,0.44,16S ribosomal RNA,16S ribosomal RNA,1580
1865,5,0.47,3,0.5,8,0.5,16S ribosomal RNA,16S ribosomal RNA,1580
1866,5,1,3,0.5,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1867,5,1,3,0.17,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1868,5,1,3,1,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1869,5,1,3,0.17,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1870,5,0.4,3,0.5,8,0.25,16S ribosomal RNA,16S ribosomal RNA,1580
1871,5,1,3,0.5,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
1872,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1873,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1874,5,0.67,3,1,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1875,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1876,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1877,5,1,3,0.17,8,0.44,16S ribosomal RNA,16S ribosomal RNA,1580
1878,5,0.47,3,0.33,8,0.5,16S ribosomal RNA,16S ribosomal RNA,1580
1879,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1880,5,0.67,3,0.5,8,0.58,16S ribosomal RNA,16S ribosomal RNA,1580
1881,5,0.67,3,0.5,8,0.36,16S ribosomal RNA,16S ribosomal RNA,1580
1882,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1883,5,0,3,0.17,8,0,16S ribosomal RNA,16S ribosomal RNA,1580
1884,5,1,3,0,8,0.44,16S ribosomal RNA,16S ribosomal RNA,1580
1885,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1886,5,1,3,0.33,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
1887,5,1,3,0.5,8,0.5,16S ribosomal RNA,16S ribosomal RNA,1580
1888,5,1,3,0.17,8,0.44,16S ribosomal RNA,16S ribosomal RNA,1580
1889,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1890,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1891,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1892,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1893,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1894,5,0.47,3,0.5,8,0.44,16S ribosomal RNA,16S ribosomal RNA,1580
1895,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1896,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1897,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1898,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1899,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1900,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1901,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1902,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1903,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1904,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1905,5,1,3,0.17,8,0.58,16S ribosomal RNA,16S ribosomal RNA,1580
1906,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1907,5,0.67,3,1,8,0.36,16S ribosomal RNA,16S ribosomal RNA,1580
1908,5,0.67,3,0.5,8,0.58,16S ribosomal RNA,16S ribosomal RNA,1580
1909,5,1,3,0.33,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1910,5,0.47,3,0.17,8,0.36,16S ribosomal RNA,16S ribosomal RNA,1580
1911,5,0.67,3,0.17,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1912,5,0.4,3,0.17,8,0.36,16S ribosomal RNA,16S ribosomal RNA,1580
1913,5,1,3,0.17,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1914,5,0.43,3,1,8,0.6,16S ribosomal RNA,16S ribosomal RNA,1580
1915,5,1,3,0.5,8,0.5,16S ribosomal RNA,16S ribosomal RNA,1580
1916,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1917,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1918,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1919,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1920,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1921,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1922,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1923,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1924,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1925,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1926,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1927,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1928,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1929,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1930,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1931,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1932,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1933,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1934,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1935,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1936,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1937,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1938,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1939,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1940,5,1,3,0.5,8,0.58,16S ribosomal RNA,16S ribosomal RNA,1580
1941,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1942,5,0.47,3,1,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
1943,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1944,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1945,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1946,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1947,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1948,5,0.67,3,1,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1949,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1950,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1951,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1952,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1953,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1954,5,0.47,3,1,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
1955,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1956,5,0.67,3,0.17,8,0.44,16S ribosomal RNA,16S ribosomal RNA,1580
1957,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1958,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1959,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1960,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1961,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1962,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1963,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1964,5,1,3,0.5,8,0.5,16S ribosomal RNA,16S ribosomal RNA,1580
1965,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1966,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1967,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1968,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1969,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1970,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1971,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1972,5,0.27,3,0.17,8,0.25,16S ribosomal RNA,16S ribosomal RNA,1580
1973,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1974,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1975,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1976,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1977,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1978,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1979,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1980,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1981,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1982,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1983,5,0,3,0.17,8,0,16S ribosomal RNA,16S ribosomal RNA,1580
1984,5,0.67,3,0.5,8,0.44,16S ribosomal RNA,16S ribosomal RNA,1580
1985,5,1,3,0.17,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1986,5,1,3,0,8,0.58,16S ribosomal RNA,16S ribosomal RNA,1580
1987,5,1,3,0.17,8,0.58,16S ribosomal RNA,16S ribosomal RNA,1580
1988,5,1,3,0.5,8,0.58,16S ribosomal RNA,16S ribosomal RNA,1580
1989,5,1,3,0.5,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1990,5,1,3,0.17,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
1991,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1992,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1993,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1994,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1995,5,1,3,0.5,8,0.5,16S ribosomal RNA,16S ribosomal RNA,1580
1996,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
1997,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
1998,5,1,3,0.33,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
1999,5,0.67,3,1,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2000,5,0.67,3,0.5,8,0.36,16S ribosomal RNA,16S ribosomal RNA,1580
2001,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2002,5,0.67,3,0.33,8,0.44,16S ribosomal RNA,16S ribosomal RNA,1580
2003,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2004,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2005,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2006,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2007,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2008,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2009,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2010,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2011,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2012,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2013,5,0.67,3,1,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2014,5,1,3,0.17,8,0.58,16S ribosomal RNA,16S ribosomal RNA,1580
2015,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2016,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2017,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2018,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2019,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2020,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2021,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2022,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2023,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2024,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2025,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2026,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2027,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2028,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2029,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2030,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2031,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2032,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2033,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2034,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2035,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2036,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2037,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2038,5,0.4,3,0.17,8,0.33,16S ribosomal RNA,16S ribosomal RNA,1580
2039,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2040,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2041,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2042,5,1,3,0.33,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
2043,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2044,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2045,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2046,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2047,5,0.11,3,0.17,8,0,16S ribosomal RNA,16S ribosomal RNA,1580
2048,5,0.67,3,1,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
2049,5,1,3,1,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2050,5,0.4,3,0.33,8,0.36,16S ribosomal RNA,16S ribosomal RNA,1580
2051,5,1,3,0.5,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
2052,5,0.47,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2053,5,1,3,0.17,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2054,5,1,3,0.5,8,0.5,16S ribosomal RNA,16S ribosomal RNA,1580
2055,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2056,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2057,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2058,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2059,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2060,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2061,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2062,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2063,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2064,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2065,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2066,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2067,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2068,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2069,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2070,5,0.67,3,0.17,8,0.33,16S ribosomal RNA,16S ribosomal RNA,1580
2071,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2072,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2073,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2074,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2075,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2076,5,1,3,0.5,8,0.5,16S ribosomal RNA,16S ribosomal RNA,1580
2077,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2078,5,1,3,0.5,8,0.5,16S ribosomal RNA,16S ribosomal RNA,1580
2079,5,1,3,0.33,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
2080,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2081,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2082,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2083,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2084,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2085,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2086,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2087,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2088,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2089,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2090,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2091,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2092,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2093,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2094,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2095,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2096,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2097,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2098,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2099,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2100,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2101,5,1,3,0.33,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
2102,5,1,3,0.33,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
2103,5,0.67,3,0.5,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
2104,5,0.47,3,0.5,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
2105,5,0.47,3,1,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
2106,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2107,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2108,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2109,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2110,5,1,3,0.33,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
2111,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2112,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2113,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2114,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2115,5,1,3,0.17,8,0.6,16S ribosomal RNA,16S ribosomal RNA,1580
2116,5,1,3,0,8,0.45,16S ribosomal RNA,16S ribosomal RNA,1580
2117,5,0.67,3,0,8,0.43,16S ribosomal RNA,16S ribosomal RNA,1580
2118,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2119,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2120,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2121,5,1,3,0.33,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
2122,5,1,3,0.5,8,0.78,16S ribosomal RNA,16S ribosomal RNA,1580
2123,5,1,3,0.33,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
2124,5,1,3,0.33,8,0.61,16S ribosomal RNA,16S ribosomal RNA,1580
2125,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2126,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2127,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2128,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2129,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2130,5,0.47,3,0.33,8,0.44,16S ribosomal RNA,16S ribosomal RNA,1580
2131,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2132,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2133,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2134,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2135,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2136,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2137,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
2138,5,0.67,3,0.5,8,0.36,16S ribosomal RNA,16S ribosomal RNA,1580
2139,5,1,3,1,8,1,16S ribosomal RNA,16S ribosomal RNA,1580
